Source,Target,in_reply_to_statusID,tweet_ID,text,isRetweet,retweet_count,followers_count,friends_count,mentioned_users
Die Person 👤,@Sanwaechter,None,938408200646340609,"RT @Sanwaechter: Die No-Billag gegner sagen wir brauchen die Gebühren und den Staatssender ""SRG"" für die Medienvielfalt. Seit wann ist Mono…",True,30,417,385, 929792086571921408 Sanwaechter Sandro Wächter-
Die Person 👤,@byebyebillag,None,938408152554442753,"RT @byebyebillag: 1) Die Medien sollen den Staat überwachen. 2) Also müssen die Medien vom Staat unabhängig sein.
3) Deshalb Ja zu @NoBilla…",True,7,417,385, 18830840 byebyebillag Bye Bye Billag-
MedienWende.ch,Seven4wakeup,938402169841180673,938408118941339648,@Seven4wakeup @byebyebillag Heute fehlt die Parteipresse von früher: Klarer Absender mit klaren Standpunkten aufgru… https://t.co/8jn0XMpCD3,False,1,133,972, 748442137633652736 Seven4wakeup Seven-18830840 byebyebillag Bye Bye Billag-
Manfred Knoche,@ManuelPuppis,None,938407443125727232,"RT @ManuelPuppis: Die @operationlibero setzt sich ein für freie Medien und sagt #NEINzuNoBillag! #mediaFORTI 
https://t.co/l0Z7Ui8fdP",True,3,775,1706, 302727325 ManuelPuppis Manuel Puppis-2674994976 operationlibero Operation Libero-
Manfred Knoche,@ProBillag,None,938406605258940428,RT @ProBillag: Der Stiftungsrat der Schweizer Journalistenschule @mazluzern  lehnt #NoBillag ab – er sieht «die hohe Qualität des Journalis…,True,8,775,1706, 3330139223 ProBillag Pro Billag-160548120 mazluzern MAZ Luzern-
Urs Rauber,@person_tw,None,938406582605570054,"RT @person_tw: Apropos «Wir wollen keine ausländische Berichterstattung» / «Wir sind so teuer wegen unserem Korrespondentennetz»: 
Das ist…",True,47,2671,873, 908051956668751872 person_tw Die Person 👤-
Manfred Knoche,@krick68,None,938406496370610176,RT @krick68: Über 140 Parlamentarierinnen und Parlamentarier bilden das überparteiliche Komitee gegen die #Medienzerschlagungsinitiative #N…,True,7,775,1706, 209264951 krick68 Christian Keller 📌-
Nicki Schenker,@BabeLover10k,None,938405830164131840,RT @BabeLover10k: Bei einem Ja zu #noBillag werden Fondue und Raclette verboten. #SRGHorrorStory,True,1,28,54, 744282477561253888 BabeLover10k Sonnyboy2000-
Nicki Schenker,@RiesenChristian,None,938405260858707968,RT @RiesenChristian: Ohne #Zwangsgebühren bricht in der Schweiz ein Bürgerkrieg aus! Ich schwör! #SRGHorrorStory Ja zu #NoBillag https://t.…,True,5,28,54, 4517338168 RiesenChristian Christian Riesen-
Karl Müller,nickischenker,938403763563491330,938404856192172033,@nickischenker Da ist nicht mehr zu helfen. Zeit für eine Medienrevolution. #nobillag,False,0,4492,4661, 300321809 nickischenker Nicki Schenker-
Pro Billag,Nadine_Maurer83,938404113569800194,938404763888181248,"@Nadine_Maurer83 @byebyebillag … und keine News  keine Kultur, keine Politik, keine Unterhaltung – kurz: keine… https://t.co/4pVi7G7w2P",False,0,620,673, 760435371280850944 Nadine_Maurer83 Nadine Maurer-18830840 byebyebillag Bye Bye Billag-
TW,@ronniegrob,None,938404673379282945,RT @ronniegrob: @schlegel_stefan @operationlibero @NoBillag «Anschlag auf unsere Demokratie» klingt für mich nicht wie eine Einladung zur D…,True,21,166,192, 5401622 ronniegrob Ronnie Grob-1443873894 schlegel_stefan Stefan Schlegel-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-
Johnny Bitcoin,3monte,938379416979243008,938404637882720261,@3monte @cedricwermuth @SRF Übrigens da steht nirgends dass der Bund keine Subventionen mehr für ausgeben darf  imm… https://t.co/p4DvL5wwO9,False,0,146,1978, 243525047 3monte Vincenzo Tremonte-21436172 cedricwermuth Cédric Wermuth-187853842 SRF SRF-
Raymond M. Jara,@Sanwaechter,None,938404562012172288,"RT @Sanwaechter: Die No-Billag gegner sagen wir brauchen die Gebühren und den Staatssender ""SRG"" für die Medienvielfalt. Seit wann ist Mono…",True,30,144,85, 929792086571921408 Sanwaechter Sandro Wächter-
Politik DACH | Intl,@Sanwaechter,None,938404420693438464,"RT @Sanwaechter: Die No-Billag gegner sagen wir brauchen die Gebühren und den Staatssender ""SRG"" für die Medienvielfalt. Seit wann ist Mono…",True,30,125,108, 929792086571921408 Sanwaechter Sandro Wächter-
