Source,Target,in_reply_to_statusID,tweet_ID,text,isRetweet,retweet_count,followers_count,friends_count,mentioned_users
Hans Kellerhals,UrsLeuthard,939793035226959872,939804651595149314,@UrsLeuthard @tagesanzeiger @gewerbeverband Auch die Fakten machen diese willkürliche Fantasiesteuer und… https://t.co/rwdlxtR93U,False,1,164,156, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Shoks,info_burkart,939756812512972801,939803379102085121,"@info_burkart @ronniegrob @ProBillag @byebyebillag @SRF Und ist imfall nicht mein Argument.  
Die Gehörlosen warnen… https://t.co/AW7q1UQmP2",False,0,103,267, 829496594877792256 info_burkart Christoph Burkart-5401622 ronniegrob Ronnie Grob-3330139223 ProBillag Pro Billag-18830840 byebyebillag Bye Bye Billag-187853842 SRF SRF-
Pro Billag,@UrsLeuthard,None,939803375968964608,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,620,673, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Matthias Gehrig,FelixSchneuwly,939638462378135554,939802052334620672,@FelixSchneuwly @salegen @wahlch15 @NoBillag @FlorianSchwab Sie brauchen sich nicht zu entschuldigen  wenn Sie für… https://t.co/LoCHFFcYEJ,False,0,121,293, 488573993 FelixSchneuwly Felix Schneuwly-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-376818440 FlorianSchwab Florian Schwab-
#diaspora,@dadadetroit,None,939800906190770176,"RT @dadadetroit: DRAW A DISTINCTION #LoF  
ERFINDE DIE MUSTERUNTERBRECHUNG

https://t.co/nRfYh2TdyU

DIE SOZIALE FRAGE AUF DER HÖHE DER ZEI…",True,4,31,31, 2876769921 dadadetroit CommunautiC-
#ANARCHkonf Ⓐ,@dadadetroit,None,939800860963606529,"RT @dadadetroit: DRAW A DISTINCTION #LoF  
ERFINDE DIE MUSTERUNTERBRECHUNG

https://t.co/nRfYh2TdyU

DIE SOZIALE FRAGE AUF DER HÖHE DER ZEI…",True,4,905,700, 2876769921 dadadetroit CommunautiC-
Matthias Gehrig,FelixSchneuwly,939637476720889856,939800210787700736,@FelixSchneuwly @salegen @wahlch15 @NoBillag @FlorianSchwab Wenn sich eine Subventionierung demokratierelevanter In… https://t.co/H4ve6lz4Wa,False,0,121,293, 488573993 FelixSchneuwly Felix Schneuwly-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-376818440 FlorianSchwab Florian Schwab-
Heinz Lindenmann,@UrsLeuthard,None,939799637321502720,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,840,2646, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Manu N,@Schweizer2018,None,939799199561940993,RT @Schweizer2018: Wenn #SRF mit Manipulation und Lügen eines Killers ein Mordopfer zur Selbstmörderin bzw. Täterin macht. https://t.co/dIy…,True,2,39,276, 925708363379494912 Schweizer2018 Freie-
Hans Valer,@bronzeshirt,None,939798694240620544,RT @bronzeshirt: Cool! Nein zu #NoBillag https://t.co/IH8q08wZNz,True,1,9375,9104, 59774007 bronzeshirt ICH provoziere...-
Daniel Kaufmann,@UrsLeuthard,None,939798674133090304,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,906,779, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Renat Künzi,@NoSendeschluss,None,939798661650894848,"RT @NoSendeschluss: Du weisst  wie der #NoBillag-Initiativtext lautet. Aber weiss es deine Schwester, dein Nachbar und dein Götti? Viele wi…",True,35,683,883, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Jeannette Häsler,ronniegrob,939531002325676033,939798512132395013,@ronniegrob @SRF Zuerst mit @NZZ und den AZ-Medien wie @AargauerZeitung etc. ein Joint Venture gründen - und dann g… https://t.co/q3ClmErk3m,False,0,235,438, 5401622 ronniegrob Ronnie Grob-187853842 SRF SRF-14273050 NZZ Neue Zürcher Zeitung-145213073 AargauerZeitung AargauerZeitung-
Renat Künzi,NoSendeschluss,939460243695853573,939798381207138304,@NoSendeschluss Die Sponsoren von Swiss Ski hätten ein gröberes Problem mit ihren Spots auf ORF. Weiss #NoBillag  w… https://t.co/d9KwGC0iMf,False,0,683,883, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Thomas Vögeli,@NoSendeschluss,None,939798181050814464,RT @NoSendeschluss: Über die Lust  an der Urne einen Denkzettel zu verteilen. Bei der Abstimmung zu #NoBillag hätte sie fatale Folgen. Lese…,True,6,26,80, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Pascal Köchli,@operationlibero,None,939797997931679750,RT @operationlibero: Erstes Ziel erreicht - Danke!! 😍 Nächstes Ziel: Wir wollen auf die Front von 20Minuten  dort Online-Kommentare voller…,True,10,152,554, 2674994976 operationlibero Operation Libero-
schwarzweiss,@operationlibero,None,939797980500152320,RT @operationlibero: Erstes Ziel erreicht - Danke!! 😍 Nächstes Ziel: Wir wollen auf die Front von 20Minuten  dort Online-Kommentare voller…,True,10,694,860, 2674994976 operationlibero Operation Libero-
rolf st,@UrsLeuthard,None,939797818151186432,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,437,877, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Roland Meier,@publicsociete,None,939797529406988288,RT @publicsociete: Verstehe nicht  warum sich die libertären #nobillag Anhänger so aufregen. @operationlibero hat mit der nobillag Kampagne…,True,4,1020,762, 936898585634807809 publicsociete publicopinion_ch-2674994976 operationlibero Operation Libero-
Franziska Schutzbach,@operationlibero,None,939797490014081024,"RT @operationlibero: Artikel 93 Absatz 2 unserer Bundesverfassung garantiert das Recht auf Information. Die ""No Billag""-Initiative will die…",True,105,1079,331, 2674994976 operationlibero Operation Libero-
Kekskrümelchen,@UrsLeuthard,None,939797225101758464,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,30,510, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Manuel Wälti,@UrsLeuthard,None,939797222404886533,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,1162,1699, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Radio LoRa,@pkschneiter,None,939796320994365440,RT @pkschneiter: Vielfalt mit regionalen Themen anstatt Einheitsbrei! #NEINzuNoBillag #BDP #vorwärts #yesbillag #nonobillag #nobillag https…,True,15,55,91, 345253808 pkschneiter Pascal K. Schneiter-
Mini-Schwiz,gregorischmid,939539815573413893,939796279802171394,@gregorischmid #SABOTAGE: Die #NoBillag-Fans wollen jegliches fördern von elektronischen Medien in der Bundesverfas… https://t.co/pk8Gdwc7Iz,False,0,226,278, 822013926 gregorischmid Gregori Schmid-
Pascal,@operationlibero,None,939795645644333058,RT @operationlibero: Erstes Ziel erreicht - Danke!! 😍 Nächstes Ziel: Wir wollen auf die Front von 20Minuten  dort Online-Kommentare voller…,True,10,1085,900, 2674994976 operationlibero Operation Libero-
Seraina Degen,@NoSendeschluss,None,939795346934456320,RT @NoSendeschluss: Über die Lust  an der Urne einen Denkzettel zu verteilen. Bei der Abstimmung zu #NoBillag hätte sie fatale Folgen. Lese…,True,6,438,421, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Mini-Schwiz,gregorischmid,939539815573413893,939795325602189313,@gregorischmid #Peinllich  wenn #NoBillag-Fans irgend jemandem vorwerfen ideologisch zu sein. 🤔 Ist es Inkompetenz… https://t.co/KLjoEtOJKe,False,0,226,278, 822013926 gregorischmid Gregori Schmid-
Staatshorror.ch,@ReneTruninger,None,939795116243542017,"RT @ReneTruninger: Louise #Morand: Dass die #SRG behauptet  ihre Sendungen seien #neutral, ist eine #Lüge! #NoBillag  https://t.co/N4rN80q4…",True,26,356,440, 863544511 ReneTruninger René Truninger-
Sigi Koch,Schweizer2018,939783792855846912,939794985204973568,"@Schweizer2018 Also  wenn sie das gesagt haben, haben sie recht! Es braucht ein öffentlich-Rechtliches um die Verdu… https://t.co/uicBk3GXWQ",False,0,216,198, 925708363379494912 Schweizer2018 Freie-
jaquearnoux,@boeserbube_com,None,939794606732046341,"RT @boeserbube_com: #politik und #medien gehören getrennt  sauber getrennt! 
keine macht den staatlichen medien!

ja zu #nobillag",True,1,721,2253, 703569709652955136 boeserbube_com Böser Bube-
Mini-Schwiz,FelixSchneuwly,939539728621240320,939794290057863168,@FelixSchneuwly @NoBillag @operationlibero Das ist eben hartnäckiges verbessern unserer Institutionen. Die destrukt… https://t.co/S8J5Zj16KD,False,0,226,278, 488573993 FelixSchneuwly Felix Schneuwly-1383737941 NoBillag No Billag!-2674994976 operationlibero Operation Libero-
ICH provoziere...,@rittinergomez,None,939794065809461248,"RT @rittinergomez: absurde rechnung eines #NoBillag befürworters im tessiner gesundheitswesen arbeiten für ihn nur ärzte! 
#NEINzuNoBillag…",True,1,291,866, 23478352 rittinergomez rittiner gomez 🎨-
Daniel Olivier,@VinzenzWyss,None,939793583363756033,RT @VinzenzWyss: Die Gefahr der #NoBillag Initiative liegt in der Kumulation von Nasenstüber.  Masüger sagts! #NEINzuNoBillag https://t.co/…,True,16,161,282, 43672512 VinzenzWyss Vinzenz Wyss-
www.visitx-cam.com,@VisitxC,None,939792462180122624,RT @VisitxC: @NoBillag das ist ja mit Sicherheit Gesetzeswiedrig!! ja zu nobillag.!! Daaaanke den Initianten für ihre Arbeit,True,1,633,227, 2390183211 VisitxC www.visitx-cam.com-1383737941 NoBillag No Billag!-
Scarlett,@operationlibero,None,939792365249843200,RT @operationlibero: Erstes Ziel erreicht - Danke!! 😍 Nächstes Ziel: Wir wollen auf die Front von 20Minuten  dort Online-Kommentare voller…,True,10,184,294, 2674994976 operationlibero Operation Libero-
Daniel Vozar,@medienwende,None,939792106004074496,RT @medienwende: Die breite Ablehnung von #NoBillag durch Politik &amp; Interessenvertreter bedeutet vor allem Eines: Gibt es ein #JAzuNoBillag…,True,4,87,235, 3091011881 medienwende MedienWende.ch-
Salva Leutenegger,FelixSchneuwly,939784479136239616,939792043139911680,@FelixSchneuwly @wahlch15 @NoBillag Sie wissen wie der Hase läuft  spielen hier aber den Agent provocateur. Dafür w… https://t.co/nbmRyf3TWB,False,1,477,446, 488573993 FelixSchneuwly Felix Schneuwly-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
www.visitx-cam.com,NoBillag,939447167110057984,939791020769890304,@NoBillag das ist ja mit Sicherheit Gesetzeswiedrig!! ja zu nobillag.!! Daaaanke den Initianten für ihre Arbeit,False,1,633,227, 1383737941 NoBillag No Billag!-
René Truninger,@ReneTruninger,None,939790941291937792,"RT @ReneTruninger: Louise #Morand: Dass die #SRG behauptet  ihre Sendungen seien #neutral, ist eine #Lüge! #NoBillag  https://t.co/N4rN80q4…",True,26,4835,1685, 863544511 ReneTruninger René Truninger-
www.visitx-cam.com,@NoBillag,None,939790802385014784,"RT @NoBillag: Ist es nicht eine Ungerechtigkeit  dass wir gezwungen werden, für Produkte zu bezahlen, die wir gar nicht bestellt haben? Wen…",True,22,633,227, 1383737941 NoBillag No Billag!-
fxy,SandroBrotz,930859505851695104,939790097679077378,@SandroBrotz 3 Gedanken: - Für einige sind 400.- viel Geld. &gt;Einkommensbasierte Steuer wäre gerechter. (post NoBill… https://t.co/T9DfqVvghN,False,0,16,1600, 292565770 SandroBrotz Sandro Brotz-
Oliver Flueckiger,@CessyRomano,None,939789690361778176,"RT @CessyRomano: Interessanterweise sind es auffallend oft diejenigen Leute  die bei #NoBillag behaupten, es gehe nicht ums Portemonnaie, d…",True,1,1427,1803, 636224071 CessyRomano Francesca Romano-
Rumsucher 🇩🇪,@medienwende,None,939789332969328640,RT @medienwende: Die breite Ablehnung von #NoBillag durch Politik &amp; Interessenvertreter bedeutet vor allem Eines: Gibt es ein #JAzuNoBillag…,True,4,2692,2239, 3091011881 medienwende MedienWende.ch-
Renat Künzi,cloudista,939582091754340352,939789194901250048,@cloudista @gsalvisberg @dani_graf @NoBillag Das Haushalt-Modell hat sich in Deutschland seit 2013 bewährt und wurd… https://t.co/XXXtwX5FCI,False,0,683,883, 556159181 cloudista Claudio Kuster-215969674 gsalvisberg Gabriela Salvisberg-69587025 dani_graf Daniel Graf-1383737941 NoBillag No Billag!-
NEIN zu No Billag,@pkschneiter,None,939789188727177216,RT @pkschneiter: Vielfalt mit regionalen Themen anstatt Einheitsbrei! #NEINzuNoBillag #BDP #vorwärts #yesbillag #nonobillag #nobillag https…,True,15,126,176, 345253808 pkschneiter Pascal K. Schneiter-
Marc Schuler,@rudolf_mohler,None,939788843619889152,RT @rudolf_mohler: Hysterie um @NoBillag erklimmt immer neue Höhen. Doch die Medienschaffenden beweisen mit dem Hype nur  dass die viel zit…,True,14,106,60, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-
Renat Künzi,cloudista,939571679751299083,939788745884291072,"@cloudista @NoBillag Mit einem ""strategischen Ja"" in Kauf nehmen  die politische - DEMOKRATISCHE - Debatte über die… https://t.co/QrcNjR9K89",False,0,683,883, 556159181 cloudista Claudio Kuster-1383737941 NoBillag No Billag!-
SuperGix,@NoSendeschluss,None,939788451540619264,RT @NoSendeschluss: Über die Lust  an der Urne einen Denkzettel zu verteilen. Bei der Abstimmung zu #NoBillag hätte sie fatale Folgen. Lese…,True,6,30,255, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Xavier Bloch,@operationlibero,None,939788125001351168,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,True,252,422,300, 2674994976 operationlibero Operation Libero-
Serge (͡° ͜ʖ ͡°),@VitalSteiner,None,939787784604315648,RT @VitalSteiner: «Die Medienschaffenden beweisen mit dem Hype um #NoBillag nur  dass die viel zitierte Objektivität eine Mär ist» - Messer…,True,33,169,175, 937279827412946945 VitalSteiner Vital Steiner-
Eric-Oliver Mächler,@medienwende,None,939787148890464256,RT @medienwende: Die breite Ablehnung von #NoBillag durch Politik &amp; Interessenvertreter bedeutet vor allem Eines: Gibt es ein #JAzuNoBillag…,True,4,1582,2308, 3091011881 medienwende MedienWende.ch-
Eric-Oliver Mächler,@buercher,None,939786351431618560,RT @buercher: Nicht um den Brei herumreden: NoBillag reduziert die Investitionen in den Journalismus in der Schweiz um 1.2 Mia. Freiwillige…,True,2,1582,2308, 417245754 buercher Matthias Bürcher-
Gyz Tüüfel,@christofthinks,None,939786053673766913,"RT @christofthinks: Die alte linke Mär von der Wirtschaft als Nullsummenspiel macht mal wieder die Runde: 
""Was der eine mehr hat  hat der…",True,25,110,98, 453796813 christofthinks christof_r-
Emilia Pasquier,@NoSendeschluss,None,939785474960494592,RT @NoSendeschluss: Über die Lust  an der Urne einen Denkzettel zu verteilen. Bei der Abstimmung zu #NoBillag hätte sie fatale Folgen. Lese…,True,6,1513,776, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Marco,@Daniela_v_Moos,None,939785174522519553,RT @Daniela_v_Moos: Die #NoBillag Fans müssten doch auch Roadpricing befürworten: Da zahlt man für die Strassen die man braucht.,True,11,153,185, 2473665645 Daniela_v_Moos Daniela von Moos-
Bye Bye Billag,severinkessler,939660111756263424,939784898109493248,@severinkessler @m_hausammann @SRGSSR @NoBillag @SRF Gauss gilt überall  besonders im Markt.,False,0,686,83, 912675068018352128 severinkessler Severin Kessler-491756424 m_hausammann Markus Hausammann-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-187853842 SRF SRF-
Roman Gugger,@dani_graf,None,939784776386572288,RT @dani_graf: Breaking: Blocher sammelt nicht nur Medien  sondern jetzt auch Popart.🤣 #NoBillag https://t.co/cva4CBv7Au,True,1,1156,1244, 69587025 dani_graf Daniel Graf-
David Schildknecht,@persoenlichcom,None,939784710498275328,RT @persoenlichcom: Nach nicht mal einer Woche hat die @operationlibero die 285'000 Franken für den Kampf gegen #NoBillag zusammen. https:/…,True,4,382,313, 85296704 persoenlichcom persoenlich.com-2674994976 operationlibero Operation Libero-
Felix Schneuwly,salegen,939735191601459201,939784479136239616,"@salegen @wahlch15 @NoBillag Pardon  das ist Unfug. Wenn die Produktion eines Films subventioniert wird, muss doch… https://t.co/vFotOALyIL",False,0,1909,1405, 207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
Karl Müller,CuttiePlay,939745644910186496,939784385146097664,@CuttiePlay Das ist aber der Durchschnittslohn ALLER Angestellten  nicht nur der Journalisten. Bei den Journis sieh… https://t.co/uIlYryCs2F,False,0,4492,4661, 99468785 CuttiePlay Cut-
iHaeck,NoBillag,939447167110057984,939784188554874880,"@NoBillag @wahlch15 Nein.  
Wenn Sie das finden  müssten Sie Abschaffung des Steuersystems insgesamt (z.B. Autobahn… https://t.co/CdKCcC4FiV",False,0,353,695, 1383737941 NoBillag No Billag!-2703077037 wahlch15 Wahlen&Abstimmungen-
Karl Müller,@medienwende,None,939783983080067072,RT @medienwende: Die breite Ablehnung von #NoBillag durch Politik &amp; Interessenvertreter bedeutet vor allem Eines: Gibt es ein #JAzuNoBillag…,True,4,4492,4661, 3091011881 medienwende MedienWende.ch-
Bye Bye Billag,@info_burkart,None,939783920874336256,RT @info_burkart: @shoksuno @ronniegrob @ProBillag @byebyebillag @SRF wem die argumente ausgehen  führt noch die hörbehinderten ins feld. s…,True,1,686,83, 829496594877792256 info_burkart Christoph Burkart-976677866 shoksuno Shoks-5401622 ronniegrob Ronnie Grob-3330139223 ProBillag Pro Billag-18830840 byebyebillag Bye Bye Billag-187853842 SRF SRF-
Martin@Aldo Carigiet,@ZeitRauber,None,939782218154676224,RT @ZeitRauber: Seit wann gehört es zu den Aufgaben einer Zürcher Regierungsrätin  sich in einem sachfremden Dossier in den klein-klein-Abs…,True,13,21,150, 309035335 ZeitRauber Urs Rauber-
Shoks,info_burkart,939753731201040387,939782096570273792,@info_burkart @pascalkesseli @NoBillag Aber für ein Zeitungsabo 600.- ohne mit der Wimper zu zucken hinblättern. Un… https://t.co/xu3riRLoBO,False,0,103,267, 829496594877792256 info_burkart Christoph Burkart-240646297 pascalkesseli Pascal Kesseli-1383737941 NoBillag No Billag!-
Iso Rechsteiner,@VinzenzWyss,None,939781565642608640,RT @VinzenzWyss: Die Gefahr der #NoBillag Initiative liegt in der Kumulation von Nasenstüber.  Masüger sagts! #NEINzuNoBillag https://t.co/…,True,16,324,126, 43672512 VinzenzWyss Vinzenz Wyss-
